Comment_raw,Sentiment,Comment,Comments
Sashimi oishii ( .. ngon ) thì đúng hơn Sashimi kimochi (.. sướng ) … chứ héng ..,Neg,sashimi oishii   ngon  đúng hơn sashimi kimochi   sướng  … chứ héng ,"['sashimi', 'oishii', 'ngon', 'đúng', 'hơn', 'sashimi', 'kimochi', 'sướng', '…', 'chứ', 'héng']"
Sasimi người :v,Neu,sasimi người  v,"['sasimi', 'người', 'v']"
Sau hậu trường dọn có mệt ko ạ?,Neu,sau hậu trường dọn mệt ko ạ ,"['sau', 'hậu', 'trường', 'dọn', 'mệt', 'ko', 'ạ']"
Sau hơn 1 năm quay lại ko ngờ lên 100tr view r,Neu,sau hơn 1 năm quay lại ko ngờ lên 100 tr view r,"['sau', 'hơn', '1', 'năm', 'quay', 'lại', 'ko', 'ngờ', 'lên', '100', 'tr', 'view', 'r']"
Sau này sẻ có bài Thúi Như Cái L,Neg,sau này sẻ bài thúi như cái l,"['sau', 'này', 'sẻ', 'bài', 'thúi', 'như', 'cái', 'l']"
SCTV2 MỘC UNPLUGGED,Neg,sctv2 mộc unplugged,"['sctv2', 'mộc', 'unplugged']"
Self reflection should have a short of wood,Neu,self reflection short wood,"['self', 'reflection', 'short', 'wood']"
Sending this from Bali,Neg,sending bali,"['sending', 'bali']"
Sg nóng vl :),Neu,sg nóng vl ,"['sg', 'nóng', 'vl']"
Shaggy what are u doing? Shaggy:,Neu,shaggy are u  shaggy ,"['shaggy', 'are', 'u', 'shaggy']"
Si mì í,Neu,si mì í,"['si', 'mì', 'í']"
side effect of corona virus,Neu,side effect of corona virus,"['side', 'effect', 'of', 'corona', 'virus']"
Skate city anyone????,Neu,skate city anyone    ,"['skate', 'city', 'anyone']"
Sky chân chính đâu,Pos,sky chân chính đâu,"['sky', 'chân', 'chính', 'đâu']"
Sky ủng hộ Mono ạ,Pos,sky ủng hộ mono ạ,"['sky', 'ủng', 'hộ', 'mono', 'ạ']"
SMART AXIATA SMART FIBER PLUS HOME INTERNET BY SMART 2025 CAMBODIA KHMER 🇰🇭,Neu,smart axiata smart fiber plus home internet smart 2025 cambodia khmer 🇰 🇭,"['smart', 'axiata', 'smart', 'fiber', 'plus', 'home', 'internet', 'smart', '2025', 'cambodia', 'khmer', '🇰', '🇭']"
So Halloween?,Pos,halloween ,['halloween']
So just most popular songs,Pos,popular songs,"['popular', 'songs']"
So that's what Dean Ambrose did before going to WWE,Neu,thats dean ambrose going wwe,"['thats', 'dean', 'ambrose', 'going', 'wwe']"
So this is how therians began...,Neu,therians began ,"['therians', 'began']"
So this is the Vietnamese song that has begun to appear in Genshin Impact edits,Pos,vietnamese song begun appear genshin impact edits,"['vietnamese', 'song', 'begun', 'appear', 'genshin', 'impact', 'edits']"
so this is what happens when introverts get confident?,Pos,happens introverts get confident ,"['happens', 'introverts', 'get', 'confident']"
So this is when the compo banta meme sound came from,Neu,compo banta meme sound came,"['compo', 'banta', 'meme', 'sound', 'came']"
So this song is about making girls fall off chairs.,Neu,song making girls fall chairs ,"['song', 'making', 'girls', 'fall', 'chairs']"
So we all just watching this 11 years later?,Neg,watching 11 years later ,"['watching', '11', 'years', 'later']"
"Some i can agree with, some not very much",Neu,agree  much,"['agree', 'much']"
Some one like my comment please,Neu,one like comment please,"['one', 'like', 'comment', 'please']"
Someone in 2020: Who else remembers the time when youtube was only parodies of this song,Neu,someone 2020  else remembers time youtube parodies of this song,"['someone', '2020', 'else', 'remembers', 'time', 'youtube', 'parodies', 'of', 'this', 'song']"
Sơn Tài ktx 410 With Love,Neu,sơn tài ktx 410 love,"['sơn', 'tài', 'ktx', '410', 'love']"
Sơn Tùng gọi fan mình là SKY Vậy Mono gọi fan mình là j nhỉ,Pos,sơn tùng gọi fan mình sky vậy mono gọi fan mình j nhỉ,"['sơn', 'tùng', 'gọi', 'fan', 'mình', 'sky', 'vậy', 'mono', 'gọi', 'fan', 'mình', 'j', 'nhỉ']"
Sơn tùng thừa rồi,Neu,sơn tùng thừa rồi,"['sơn', 'tùng', 'thừa', 'rồi']"
Son: Start singing Dad: Stop Son:Why? Dad: We have bigger speakers downstairs,Neu,son  start singing dad  stop son   dad  bigger speakers downstairs,"['son', 'start', 'singing', 'dad', 'stop', 'son', 'dad', 'bigger', 'speakers', 'downstairs']"
Song bathroom singer,Neu,song bathroom singer,"['song', 'bathroom', 'singer']"
Song from indonesia,Pos,song indonesia,"['song', 'indonesia']"
Song number 2 deservedly hated,Neu,song number 2 deservedly hated,"['song', 'number', '2', 'deservedly', 'hated']"
Souldja boy?!?!?!?!,Pos,souldja boy        ,"['souldja', 'boy']"
"Sounds like someone having constipation, puking, depression, fun, heartbreak and diarrhea simultaneously. Lol",Neu,sounds like someone constipation  puking  depression  fun  heartbreak and diarrhea simultaneously  lol,"['sounds', 'like', 'someone', 'constipation', 'puking', 'depression', 'fun', 'heartbreak', 'and', 'diarrhea', 'simultaneously', 'lol']"
SPED UP THE BEST JOACHIN HONEY AND,Pos,sped best joachin honey,"['sped', 'best', 'joachin', 'honey']"
Still here in 2025,Pos,still 2025,"['still', '2025']"
"Stop asking who's still listening in 2020, we never stopped listening",Pos,stop asking whos still listening 2020  never stopped listening,"['stop', 'asking', 'whos', 'still', 'listening', '2020', 'never', 'stopped', 'listening']"
Stop trying vomit bro,Neg,stop trying vomit bro,"['stop', 'trying', 'vomit', 'bro']"
strange constipation and goofy the dog noises,Neg,strange constipation and goofy dog noises,"['strange', 'constipation', 'and', 'goofy', 'dog', 'noises']"
sự ố dề của ló đã lên thời sự:),Neg,sự ố dề của ló lên thời sự ,"['sự', 'ố', 'dề', 'của', 'ló', 'lên', 'thời', 'sự']"
Sư phụ của Linh Ka nè ae,Neu,sư phụ của linh ka nè ae,"['sư', 'phụ', 'của', 'linh', 'ka', 'nè', 'ae']"
Sức mạnh của phụ nữ là đây:)))))),Neg,sức mạnh của phụ nữ đây ,"['sức', 'mạnh', 'của', 'phụ', 'nữ', 'đây']"
"Such a beautiful voice puking into my ears, this masterpeice made me cry and break my phone to hold hands with nature, such a beatiful speach.",Pos,beautiful voice puking ears  masterpeice made me cry and break phone hold hands nature  beatiful speach ,"['beautiful', 'voice', 'puking', 'ears', 'masterpeice', 'made', 'me', 'cry', 'and', 'break', 'phone', 'hold', 'hands', 'nature', 'beatiful', 'speach']"
t nói thật t chỉ thích duy nhất bài đoá hoa hồng từ 4 năm trc,Pos,nói thật chỉ thích duy nhất bài đóa hoa hồng 4 năm trc,"['nói', 'thật', 'chỉ', 'thích', 'duy', 'nhất', 'bài', 'đóa', 'hoa', 'hồng', '4', 'năm', 'trc']"
T ơi e có yêu anh không ?,Pos,ơi e yêu anh không ,"['ơi', 'e', 'yêu', 'anh', 'không']"
"T thấy tiếc cho HH ngày xưa , HH ngày xưa đối với t chết rồi , bây h nhìn k ưa nổi là sao v trời nma nhạc thì hay …",Neg,thấy tiếc hh ngày xưa  hh ngày xưa đối với chết rồi  bây h nhìn k ưa nổi sao v trời nma nhạc hay …,"['thấy', 'tiếc', 'hh', 'ngày', 'xưa', 'hh', 'ngày', 'xưa', 'đối', 'với', 'chết', 'rồi', 'bây', 'h', 'nhìn', 'k', 'ưa', 'nổi', 'sao', 'v', 'trời', 'nma', 'nhạc', 'hay', '…']"
T11/2024 ai còn nghe ko,Pos,t11 / 2024 ai còn nghe ko,"['t11', '/', '2024', 'ai', 'còn', 'nghe', 'ko']"
Ta nguyện xưng ngươi là Thiên Hạ Đệ Nhất Gay =)),Neu,ta nguyện xưng ngươi thiên hạ đệ nhất gay =,"['ta', 'nguyện', 'xưng', 'ngươi', 'thiên', 'hạ', 'đệ', 'nhất', 'gay', '=']"
tại cái câu sasimi kimochi á sasimi sướng quá,Neu,tại cái câu sasimi kimochi á sasimi sướng quá,"['tại', 'cái', 'câu', 'sasimi', 'kimochi', 'á', 'sasimi', 'sướng', 'quá']"
Tâm hồn như thế nào nghe nhạc ra như thế đấy,Neu,tâm hồn như thế nào nghe nhạc như thế đấy,"['tâm', 'hồn', 'như', 'thế', 'nào', 'nghe', 'nhạc', 'như', 'thế', 'đấy']"
"tâm linh không đùa được đâu chi ạ , lời cũng ko đến nỗi , vấn đề ở đạo diễn, đinh hà ... ông í tuổi mèo mà pu thì dậu ? tí ngọ mão dậu xung nhé dù có ông kia 95 tuyền cũng ko đỡ được rút kinh nghiệm tìm đạo diễn và người sáng tác hợp tuổi mình nhé pu",Neu,tâm linh không đùa đâu chi ạ  lời cũng ko đến nỗi  vấn đề đạo diễn  đinh hà  ông í tuổi mèo mà pu dậu  tí ngọ mão dậu xung nhé dù ông kia 95 tuyền cũng ko đỡ rút kinh nghiệm tìm đạo diễn người sáng tác hợp tuổi mình nhé pu,"['tâm', 'linh', 'không', 'đùa', 'đâu', 'chi', 'ạ', 'lời', 'cũng', 'ko', 'đến', 'nỗi', 'vấn', 'đề', 'đạo', 'diễn', 'đinh', 'hà', 'ông', 'í', 'tuổi', 'mèo', 'mà', 'pu', 'dậu', 'tí', 'ngọ', 'mão', 'dậu', 'xung', 'nhé', 'dù', 'ông', 'kia', '95', 'tuyền', 'cũng', 'ko', 'đỡ', 'rút', 'kinh', 'nghiệm', 'tìm', 'đạo', 'diễn', 'người', 'sáng', 'tác', 'hợp', 'tuổi', 'mình', 'nhé', 'pu']"
"Tao chỉ bình luận ,, bình luật xong tắt chứ kg nghe..",Neu,tao chỉ bình luận   bình luật xong tắt chứ kg nghe ,"['tao', 'chỉ', 'bình', 'luận', 'bình', 'luật', 'xong', 'tắt', 'chứ', 'kg', 'nghe']"
Tao chủ yếu vào coi thằng minh họa bị bắt vì tàng chữ mai Thúy :)),Neu,tao chủ yếu coi thằng minh họa bị bắt vì tàng chữ mai thúy ,"['tao', 'chủ', 'yếu', 'coi', 'thằng', 'minh', 'họa', 'bị', 'bắt', 'vì', 'tàng', 'chữ', 'mai', 'thúy']"
Tạo MV có tình huống như lời bài hát sẽ hây hơn ấy,Pos,tạo mv tình huống như lời bài hát sẽ hây hơn ấy,"['tạo', 'mv', 'tình', 'huống', 'như', 'lời', 'bài', 'hát', 'sẽ', 'hây', 'hơn', 'ấy']"
"Tất cả sản phẩm của Chi thấy mỗi Anh Ơi Ở Lại là hay, mong Chi theo đuổi phong cách và chất nhạc theo bài đó thì sẽ ổn và dễ tiếp cận khán giả hơn những sản phẩm như này",Neg,tất cả sản phẩm của chi thấy mỗi anh ơi lại hay  mong chi theo đuổi phong cách chất nhạc theo bài đó sẽ ổn dễ tiếp cận khán giả hơn sản phẩm như,"['tất', 'cả', 'sản', 'phẩm', 'của', 'chi', 'thấy', 'mỗi', 'anh', 'ơi', 'lại', 'hay', 'mong', 'chi', 'theo', 'đuổi', 'phong', 'cách', 'chất', 'nhạc', 'theo', 'bài', 'đó', 'sẽ', 'ổn', 'dễ', 'tiếp', 'cận', 'khán', 'giả', 'hơn', 'sản', 'phẩm', 'như']"
teacher :- We are gonna be doing a group singing me :-,Neu,teacher   gonna a group singing  ,"['teacher', 'gonna', 'a', 'group', 'singing']"
Teacher: what is the population of India? Student: Around a gentleman.....,Neu,teacher  population of india  student  around a gentleman ,"['teacher', 'population', 'of', 'india', 'student', 'around', 'a', 'gentleman']"
Teacher: Why don't you sit with john? John:,Pos,teacher  sit john  john ,"['teacher', 'sit', 'john', 'john']"
Team 2025,Pos,team 2025,"['team', '2025']"
Team 2025 vẫn xem,Pos,team 2025 vẫn xem,"['team', '2025', 'vẫn', 'xem']"
Tell me this is memory’s,Pos,tell memory’s,"['tell', 'memory’s']"
Tên của trúc nhân,Pos,tên của trúc nhân,"['tên', 'của', 'trúc', 'nhân']"
Thái liên quan gì ?,Neu,thái liên quan gì ,"['thái', 'liên', 'quan', 'gì']"
thần linh thổ địa ơi,Neg,thần linh thổ địa ơi,"['thần', 'linh', 'thổ', 'địa', 'ơi']"
tháng 12/2024 vẫn nghe,Pos,tháng 12/2024 vẫn nghe,"['tháng', '12/2024', 'vẫn', 'nghe']"
Tháng 5 rồi còn ai nghe ko chấm nào,Pos,tháng 5 rồi còn ai nghe ko chấm nào,"['tháng', '5', 'rồi', 'còn', 'ai', 'nghe', 'ko', 'chấm', 'nào']"
Tháng 5/2024 vẫn xem,Pos,tháng 5/2024 vẫn xem,"['tháng', '5/2024', 'vẫn', 'xem']"
tháng 8 2024 r còn ai nghe không,Pos,tháng 8 2024 r còn ai nghe không,"['tháng', '8', '2024', 'r', 'còn', 'ai', 'nghe', 'không']"
Tháng 9 năm 2024 ai còn xem không?,Neu,tháng 9 năm 2024 ai còn xem không ,"['tháng', '9', 'năm', '2024', 'ai', 'còn', 'xem', 'không']"
"tháng 9, 2024 còn ai nghe không :3",Pos,tháng 9  2024 còn ai nghe không  3,"['tháng', '9', '2024', 'còn', 'ai', 'nghe', 'không', '3']"
Thằng nào nói Không còn ai nghe bài này,Neu,thằng nào nói không còn ai nghe bài,"['thằng', 'nào', 'nói', 'không', 'còn', 'ai', 'nghe', 'bài']"
Tháng tăng bao nhiêu view,Pos,tháng tăng bao nhiêu view,"['tháng', 'tăng', 'bao', 'nhiêu', 'view']"
Thành trend,Neu,thành trend,"['thành', 'trend']"
That guy is for zhc,Neu,guy zhc,"['guy', 'zhc']"
That is Korean music,Pos,korean music,"['korean', 'music']"
thật là kimuchi,Neu,thật kimuchi,"['thật', 'kimuchi']"
That moment this song was supposed to be a F you to thier label. They intentionally tried to make it bad. And it became thier most popular song,Neu,moment song supposed to be a f thier label  intentionally tried make bad  became thier popular song,"['moment', 'song', 'supposed', 'to', 'be', 'a', 'f', 'thier', 'label', 'intentionally', 'tried', 'make', 'bad', 'became', 'thier', 'popular', 'song']"
That mosquito still living under my bed be like--,Neu,mosquito still living bed like ,"['mosquito', 'still', 'living', 'bed', 'like']"
that one demon slayer edits be like:,Neu,one demon slayer edits like ,"['one', 'demon', 'slayer', 'edits', 'like']"
That one lady and the tramp reference from kung fu panda where po accidentally ate the womanâ€™s head:,Neu,one lady and the tramp reference kung fu panda po accidentally ate womanâ € ™ head ,"['one', 'lady', 'and', 'the', 'tramp', 'reference', 'kung', 'fu', 'panda', 'po', 'accidentally', 'ate', 'womanâ', '€', '™', 'head']"
That one moment after years of listening to this song knowing its korean You realise its kpop,Neu,one moment years of listening song knowing korean realise kpop,"['one', 'moment', 'years', 'of', 'listening', 'song', 'knowing', 'korean', 'realise', 'kpop']"
Thật ra đây là bài hát quảng cáo cho thạch zai zai,Neu,thật ra đây bài hát quảng cáo thạch zai zai,"['thật', 'ra', 'đây', 'bài', 'hát', 'quảng', 'cáo', 'thạch', 'zai', 'zai']"
That sounds like goffy from micky maus And the other like a chicken,Neu,sounds like goffy micky maus and the like chicken,"['sounds', 'like', 'goffy', 'micky', 'maus', 'and', 'the', 'like', 'chicken']"
That time Randall Park put put that single,Neu,time randall park put put single,"['time', 'randall', 'park', 'put', 'put', 'single']"
That’s me at 0:54 in the morning,Neu,that’s 0  54 morning,"['that’s', '0', '54', 'morning']"
That’s Zhc,Neu,that’s zhc,"['that’s', 'zhc']"
thats how my brother sings when i play game,Neu,thats brother sings play game,"['thats', 'brother', 'sings', 'play', 'game']"
thats meme bro,Neu,thats meme bro,"['thats', 'meme', 'bro']"
Thats not a frog,Pos,thats frog,"['thats', 'frog']"
That's the exact mental health when I try to speak to someone.,Neg,thats exact mental health try speak to someone ,"['thats', 'exact', 'mental', 'health', 'try', 'speak', 'to', 'someone']"
Thats the sort of noises i make when im having a dump on the toilet,Neu,thats sort of noises make im having dump toilet,"['thats', 'sort', 'of', 'noises', 'make', 'im', 'having', 'dump', 'toilet']"
Thấy ca khúc này bị chê quá nên vào xem thử,Neg,thấy ca khúc bị chê quá nên xem thử,"['thấy', 'ca', 'khúc', 'bị', 'chê', 'quá', 'nên', 'xem', 'thử']"
thấy cũng tội mà thôi cũng kệ,Neu,thấy cũng tội mà thôi cũng kệ,"['thấy', 'cũng', 'tội', 'mà', 'thôi', 'cũng', 'kệ']"
Thấy erik ngày xưa khác quá,Neu,thấy erik ngày xưa khác quá,"['thấy', 'erik', 'ngày', 'xưa', 'khác', 'quá']"
The 2025 propaganda brought me here to make me nostalgic on a more stable world. Just ask your ai about media manipulation. Non,Neu,2025 propaganda brought make nostalgic stable world  ask ai media manipulation  non,"['2025', 'propaganda', 'brought', 'make', 'nostalgic', 'stable', 'world', 'ask', 'ai', 'media', 'manipulation', 'non']"
Thế Anh đưa tôi vào đây=)),Neu,thế anh đưa tôi đây =,"['thế', 'anh', 'đưa', 'tôi', 'đây', '=']"
The answer is Yip,Neu,answer yip,"['answer', 'yip']"
The anthem of Loose Motions,Neu,anthem of loose motions,"['anthem', 'of', 'loose', 'motions']"
The AUUUUGGHHH!!! GOT ME DYING,Pos,auuuugghhh    got dying,"['auuuugghhh', 'got', 'dying']"
The dance is originated to this song “abracadabra by browned eyed girls”,Neu,dance originated song “ abracadabra browned eyed girls ”,"['dance', 'originated', 'song', '“', 'abracadabra', 'browned', 'eyed', 'girls', '”']"
The dude he’s in the elevator with looks like vector from despicable me LMAOO,Neg,dude he’s elevator looks like vector despicable lmaoo,"['dude', 'he’s', 'elevator', 'looks', 'like', 'vector', 'despicable', 'lmaoo']"
the end seems to be shitting itself 0:32,Pos,end seems shitting 0  32,"['end', 'seems', 'shitting', '0', '32']"
The English comment you are looking for,Neu,english comment looking,"['english', 'comment', 'looking']"
The fact that this song is 5 years old,Neg,fact song 5 years old,"['fact', 'song', '5', 'years', 'old']"
The first kpop singer to become internationally known.... Even a potato who didn't know what's kpop knows gangnam style,Neu,first kpop singer become internationally known  even potato know whats kpop knows gangnam style,"['first', 'kpop', 'singer', 'become', 'internationally', 'known', 'even', 'potato', 'know', 'whats', 'kpop', 'knows', 'gangnam', 'style']"
